1,1,21,1,0.22784
1,2,21,1,0.052405
1,3,21,1,0.094693
1,4,21,1,0.15697
1,1,22,1,0.1209
1,2,22,1,0.012611
1,3,22,1,0.053705
1,4,22,1,0.11516
1,1,23,1,0.098633
1,2,23,1,0.19162
1,3,23,1,0.19549
1,4,23,1,0.20004
1,1,24,1,-0.014596
1,2,24,1,0.23002
1,3,24,1,0.2782
1,4,24,1,0.13026
1,1,25,1,0.097
1,2,25,1,0.0085618
1,3,25,1,0.18395
1,4,25,1,0.06312
1,1,26,1,0.17305
1,2,26,1,0.27798
1,3,26,1,0.45669
1,4,26,1,0.015976
1,1,27,1,0.12726
1,2,27,1,0.1289
1,3,27,1,0.059338
1,4,27,1,0.15896
1,1,28,1,0.055161
1,2,28,1,0.087576
1,3,28,1,0.18893
1,4,28,1,0.2434
1,1,29,1,0.11056
1,2,29,1,0.049314
1,3,29,1,0.28118
1,4,29,1,-0.24387
1,1,30,1,0.13989
1,2,30,1,0.08399
1,3,30,1,0.034424
1,4,30,1,-0.11369
1,1,31,1,0.37562
1,2,31,1,0.3957
1,3,31,1,0.46732
1,4,31,1,0.14138
1,1,32,1,0.066322
1,2,32,1,0.0010196
1,3,32,1,0.082375
1,4,32,1,0.1313
1,1,33,1,0.23989
1,2,33,1,0.35091
1,3,33,1,0.37939
1,4,33,1,0.19067
1,1,34,1,0.16566
1,2,34,1,0.1315
1,3,34,1,0.029993
1,4,34,1,0.029625
2,1,35,1,0.13353
2,2,35,1,0.19523
2,3,35,1,-0.014536
2,4,35,1,0.18072
2,1,1,1,0.23916
2,2,1,1,0.32537
2,3,1,1,0.2557
2,4,1,1,0.16121
2,1,2,1,-0.11628
2,2,2,1,0.12861
2,3,2,1,0.15797
2,4,2,1,0.035577
2,1,3,1,0.073169
2,2,3,1,0.18723
2,3,3,1,0.0072348
2,4,3,1,0.12952
2,1,4,1,0.051495
2,2,4,1,-0.030856
2,3,4,1,0.062635
2,4,4,1,-0.058379
2,1,5,1,-0.091536
2,2,5,1,0.078332
2,3,5,1,0.1297
2,4,5,1,0.17566
2,1,6,1,0.22333
2,2,6,1,0.17743
2,3,6,1,0.22495
2,4,6,1,0.051873
2,1,7,1,0.12346
2,2,7,1,0.13474
2,3,7,1,0.19658
2,4,7,1,0.14373
2,1,8,1,-0.033727
2,2,8,1,-0.054357
2,3,8,1,0.051421
2,4,8,1,0.28889
2,1,9,1,0.21606
2,2,9,1,0.02852
2,3,9,1,-0.024759
2,4,9,1,0.19998
2,1,10,1,-0.0082789
2,2,10,1,0.13078
2,3,10,1,0.059643
2,4,10,1,0.084943
2,1,11,1,0.086628
2,2,11,1,0.22574
2,3,11,1,0.14597
2,4,11,1,0.022091
2,1,12,1,-0.037977
2,2,12,1,-0.063177
2,3,12,1,0.016285
2,4,12,1,-0.043042
2,1,13,1,0.0053387
2,2,13,1,-0.019231
2,3,13,1,0.10818
2,4,13,1,-0.11987
2,1,14,1,0.054852
2,2,14,1,-0.010533
2,3,14,1,0.050884
2,4,14,1,0.10934
2,1,15,1,0.2484
2,2,15,1,0.2177
2,3,15,1,0.16912
2,4,15,1,0.16482
