1,1,21,0.2138
1,2,21,0.10675
1,3,21,-0.04228
1,4,21,0.061487
1,1,22,-0.054673
1,2,22,0.11703
1,3,22,0.064437
1,4,22,-0.087401
1,1,23,0.28251
1,2,23,0.19783
1,3,23,0.16413
1,4,23,0.21792
1,1,24,0.0057905
1,2,24,-0.11636
1,3,24,0.1633
1,4,24,0.20944
1,1,25,0.095031
1,2,25,0.28012
1,3,25,0.37489
1,4,25,0.092936
1,1,26,0.13921
1,2,26,0.27409
1,3,26,0.4158
1,4,26,0.095306
1,1,27,0.042159
1,2,27,-0.055926
1,3,27,0.031282
1,4,27,0.08177
1,1,28,0.12075
1,2,28,-0.080536
1,3,28,0.040396
1,4,28,-0.0091428
1,1,29,0.07723
1,2,29,0.29441
1,3,29,0.12793
1,4,29,0.065638
1,1,30,0.32253
1,2,30,-0.076195
1,3,30,0.12742
1,4,30,0.11546
1,1,31,0.43553
1,2,31,0.41495
1,3,31,0.54501
1,4,31,0.11657
1,1,32,0.012728
1,2,32,0.097671
1,3,32,0.15572
1,4,32,0.10418
1,1,33,0.29112
1,2,33,0.23937
1,3,33,0.55647
1,4,33,0.074839
1,1,34,-0.025229
1,2,34,0.042236
1,3,34,-0.05406
1,4,34,0.051186
2,1,35,0.0058665
2,2,35,0.016175
2,3,35,-0.027707
2,4,35,0.0092352
2,1,1,0.10336
2,2,1,0.0036167
2,3,1,0.18644
2,4,1,0.074155
2,1,2,-0.004528
2,2,2,0.047955
2,3,2,0.18234
2,4,2,-0.076215
2,1,3,-0.06056
2,2,3,0.13547
2,3,3,0.040453
2,4,3,-0.085504
2,1,4,0.12949
2,2,4,-0.033204
2,3,4,-0.043545
2,4,4,-0.010793
2,1,5,-0.094492
2,2,5,0.12653
2,3,5,0.048681
2,4,5,-0.021724
2,1,6,0.18952
2,2,6,0.0010069
2,3,6,-0.0054064
2,4,6,0.12421
2,1,7,0.21534
2,2,7,0.31033
2,3,7,0.19787
2,4,7,0.10689
2,1,8,-0.0034091
2,2,8,-0.019175
2,3,8,0.075153
2,4,8,0.086288
2,1,9,0.16768
2,2,9,-0.0025358
2,3,9,-0.0043227
2,4,9,0.057209
2,1,10,0.013589
2,2,10,0.19212
2,3,10,0.14553
2,4,10,0.1231
2,1,11,-0.084785
2,2,11,0.062418
2,3,11,0.10948
2,4,11,0.006121
2,1,12,0.014832
2,2,12,0.24526
2,3,12,0.11476
2,4,12,0.040875
2,1,13,0.14574
2,2,13,0.10703
2,3,13,0.31647
2,4,13,0.065653
2,1,14,0.088727
2,2,14,-0.012727
2,3,14,0.10849
2,4,14,0.090096
2,1,15,0.088879
2,2,15,0.0736
2,3,15,0.0095474
2,4,15,0.11885
2,1,16,-0.069874
2,2,16,-0.063392
2,3,16,-0.056549
2,4,16,0.0044587
2,1,17,0.11652
2,2,17,0.091548
2,3,17,0.18754
2,4,17,-0.090827
3,1,18,0.21283
3,2,18,0.60758
3,3,18,0.59183
3,4,18,0.068418
3,1,1,0.59876
3,2,1,0.83971
3,3,1,0.78286
3,4,1,0.62355
3,1,2,0.50428
3,2,2,0.79151
3,3,2,0.81799
3,4,2,0.37432
3,1,3,0.5267
3,2,3,0.84343
3,3,3,0.84061
3,4,3,0.42412
3,1,4,0.39646
3,2,4,0.77453
3,3,4,0.72796
3,4,4,0.27892
3,1,5,0.42956
3,2,5,0.80803
3,3,5,0.73427
3,4,5,0.31713
3,1,6,0.49824
3,2,6,0.8457
3,3,6,0.74204
3,4,6,0.27465
3,1,7,0.7451
3,2,7,0.81495
3,3,7,0.66375
3,4,7,0.54021
3,1,8,0.76882
3,2,8,0.81982
3,3,8,0.64061
3,4,8,0.59133
3,1,9,0.69614
3,2,9,0.83314
3,3,9,0.76667
3,4,9,0.6115
3,1,10,0.59841
3,2,10,0.86409
3,3,10,0.76984
3,4,10,0.52554
3,1,11,0.46446
3,2,11,0.78503
3,3,11,0.72743
3,4,11,0.096618
3,1,12,0.70357
3,2,12,0.75272
3,3,12,0.6873
3,4,12,0.56992
3,1,13,0.59979
3,2,13,0.80118
3,3,13,0.78717
3,4,13,0.45805
3,1,14,0.24727
3,2,14,0.74643
3,3,14,0.66727
3,4,14,0.40193
3,1,15,0.60244
3,2,15,0.76471
3,3,15,0.69586
3,4,15,0.46991
3,1,16,0.59062
3,2,16,0.78537
3,3,16,0.55898
3,4,16,0.25848
3,1,17,0.49626
3,2,17,0.78983
3,3,17,0.66957
3,4,17,0.3023
3,1,18,0.73083
3,2,18,0.84755
3,3,18,0.82467
3,4,18,0.63605
3,1,19,0.13485
3,2,19,0.51234
3,3,19,0.31547
3,4,19,-0.071197
